,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
30,0.033000303788462075,,,,,,,,,,,,,0.04638671875,,,,,,,,,,,,,,,,,,,,,,,,
31,0.056729624969358024,,,,,,,,,,,,,0.05712890625,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0849243556663134,,,,,,,,,,,,,0.068359375,,,,,,,,,,,,,,,,,,,,,,,,
33,0.14003623124243944,,,,,,,,,,,,,0.0791015625,,,,,,,,,,,,,,,,,,,,,,,,
34,0.17256280519347264,,,,,,,,,,,,,0.0810546875,,,,,,,,,,,,,,,,,,,,,,,,
35,0.16451195618223854,,,,,,,,,,,,,0.09814453125,,,,,,,,,,,,,,,,,,,,,,,,
36,0.15471541099936514,,,,,,,,,,,,,0.103515625,,,,,,,,,,,,,,,,,,,,,,,,
37,0.1444266172507692,,,,,,,,,,,,,0.1123046875,,,,,,,,,,,,,,,,,,,,,,,,
38,0.13507892292905627,,,,,,,,,,,,,0.11865234375,,,,,,,,,,,,,,,,,,,,,,,,
39,0.12613450728217346,,,,,,,,,,,,,0.11181640625,,,,,,,,,,,,,,,,,,,,,,,,
40,0.11772470130109897,,,,,,,,,,,,,0.11083984375,,,,,,,,,,,,,,,,,,,,,,,,
41,0.10941069310075753,,,,,,,,,,,,,0.09814453125,,,,,,,,,,,,,,,,,,,,,,,,
42,0.09179793012296707,,,,,,,,,,,,,0.0947265625,,,,,,,,,,,,,,,,,,,,,,,,
43,0.055595952326090284,,,,,,,,,,,,,0.08056640625,,,,,,,,,,,,,,,,,,,,,,,,
44,0.03034337774620747,,,,,,,,,,,,,0.06103515625,,,,,,,,,,,,,,,,,,,,,,,,
45,0.01886653319254947,,,,,,,,,,,,,0.05419921875,,,,,,,,,,,,,,,,,,,,,,,,
46,0.006116830785850131,,,,,,,,,,,,,0.0673828125,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0014699601931482135,,,,,,,,,,,,,0.064453125,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0006759580468325802,,,,,,,,,,,,,0.0732421875,,,,,,,,,,,,,,,,,,,,,,,,
49,0.005065453498011521,,,,,,,,,,,,,0.06884765625,,,,,,,,,,,,,,,,,,,,,,,,
50,0.016257684806471658,,,,,,,,,,,,,0.03466796875,,,,,,,,,,,,,,,,,,,,,,,,
51,0.02833031506490263,,,,,,,,,,,,,0.03076171875,,,,,,,,,,,,,,,,,,,,,,,,
52,0.03613488410475431,,,,,,,,,,,,,0.02099609375,,,,,,,,,,,,,,,,,,,,,,,,
53,0.03954829396562466,,,,,,,,,,,,,0.021484375,,,,,,,,,,,,,,,,,,,,,,,,
54,0.041687877417046944,,,,,,,,,,,,,0.02294921875,,,,,,,,,,,,,,,,,,,,,,,,
55,0.04493970879785376,,,,,,,,,,,,,0.0400390625,,,,,,,,,,,,,,,,,,,,,,,,
56,0.06553077006584952,,,,,,,,,,,,,0.05908203125,,,,,,,,,,,,,,,,,,,,,,,,
57,0.08714322086932258,,,,,,,,,,,,,0.07470703125,,,,,,,,,,,,,,,,,,,,,,,,
58,0.08220411716932653,,,,,,,,,,,,,0.08740234375,,,,,,,,,,,,,,,,,,,,,,,,
59,0.07424283577953994,,,,,,,,,,,,,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,
60,0.06325951662202742,,,,,,,,,,,,,0.0810546875,,,,,,,,,,,,,,,,,,,,,,,,
61,0.05050931848270776,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,
62,0.038501707564763725,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,
63,0.026017921147026467,,,,,,,,,,,,,0.0634765625,,,,,,,,,,,,,,,,,,,,,,,,
64,0.015300677976242707,,,,,,,,,,,,,0.05078125,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0063626082892998944,,,,,,,,,,,,,0.056640625,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0018372087079611909,,,,,,,,,,,,,0.06591796875,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0009018727886139934,,,,,,,,,,,,,0.08349609375,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00041640335527932184,,,,,,,,,,,,,0.177734375,,,,,,,,,,,,,,,,,,,,,,,,
69,0.002076768651226577,,,,,,,,,,,,,0.306640625,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0048927173141422135,,,,,,,,,,,,,0.42333984375,,,,,,,,,,,,,,,,,,,,,,,,
71,0.006649375157404217,,,,,,,,,,,,,0.54541015625,,,,,,,,,,,,,,,,,,,,,,,,
72,0.008095804127280545,,,,,,,,,,,,,0.58349609375,,,,,,,,,,,,,,,,,,,,,,,,
73,0.008152596216400586,,,,,,,,,,,,,0.5595703125,,,,,,,,,,,,,,,,,,,,,,,,
74,0.007138368902482916,,,,,,,,,,,,,0.54052734375,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0053863905305576235,,,,,,,,,,,,,0.4990234375,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0028330985115655257,,,,,,,,,,,,,0.46435546875,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0008857643290714294,,,,,,,,,,,,,0.35009765625,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0003838346236577508,,,,,,,,,,,,,0.22314453125,,,,,,,,,,,,,,,,,,,,,,,,
