,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.0024166039434396743,-446.8273,-402.79227,-406.8941,-392.72495,-372.52295,-362.19046,-368.238,-366.12646,-265.7377,-182.40105,-149.05931,-173.50002,0.275390625,0.8135872,0.30531263,0.19813561,0.2099664,0.45205972,0.19760649,0.20050673,0.38061866,0.09971412,0.1361041,0.18221663,0.09196013,0.005605219,0.009339114,0.0016470918,0.0013168728,0.005219938,0.0031171024,0.0007353763,0.00053229823,0.6009332,7.3050313,9.231191,4.993346
1,0.006171196362865874,-19.591019,-38.243782,-66.06233,-79.727936,-76.44156,-74.21358,-75.74129,-65.18889,-0.07706724,5.0964427,-17.9475,-38.63242,0.49169921875,1.0,0.72649354,0.3986445,0.2510176,0.701084,0.43160775,0.35112128,0.58452696,0.04949855,0.054828946,0.12936956,0.18777482,0.000120955614,0.00024259063,6.632604e-05,3.2964814e-05,4.021795e-05,7.930502e-05,0.00012643763,0.0004854162,1.0496787,13.547684,15.583796,5.9704266
2,0.010604372630897535,73.86795,87.53299,76.82362,64.24848,66.94293,61.949867,55.230186,56.247185,31.185802,-7.77579,-35.58625,-48.622307,0.70068359375,0.8735173,0.87933135,0.5443613,0.24363855,0.8933268,1.0,1.0,1.0,0.06963879,0.047049735,0.23214841,1.0,2.2855917e-05,5.2126554e-05,3.3642547e-05,3.160146e-05,4.0208335e-05,7.368972e-05,8.860389e-05,0.00011145905,0.013146362,0.266827,1.4956234,3.4041224
3,0.013692441759492063,20.077404,7.17586,-9.697271,-5.202462,4.55738,1.3285549,-3.662873,-3.2174125,-3.7328248,23.42962,37.50058,39.873158,0.82666015625,0.94097424,1.0,0.9415377,0.52128834,0.6469573,0.5051625,0.85276943,0.9016374,0.060218193,0.021564389,0.107482955,0.27216652,2.5794765e-05,6.205908e-05,4.817154e-05,5.8503763e-05,0.000103593615,0.00018420265,0.00013670245,0.00015721549,0.0046623363,0.0842553,0.2816484,0.3890477
4,0.013295189755066546,33.40658,37.53311,41.01429,40.73728,37.902927,26.916225,23.008821,19.326435,24.280153,0.7342423,-22.958006,-35.565388,0.83740234375,0.79796654,0.6853371,1.0,1.0,1.0,0.4610907,0.66690695,0.8766518,0.09068023,0.005319,0.0087114,0.029935835,2.381059e-05,4.9195718e-05,6.195725e-05,9.029408e-05,0.00012590339,0.00015953045,0.00017853423,0.00010955289,0.004109515,0.057739373,0.16306171,0.2448158
5,0.013881310156292148,21.842888,14.502086,6.8738136,8.619026,15.21605,8.12878,-1.0785549,-13.170057,-30.220936,-31.857233,-38.859474,-46.069366,0.83154296875,0.4166805,0.11598952,0.09863114,0.09921443,0.105861224,0.047966797,0.056768566,0.0953451,0.014269609,0.005865394,0.018144703,0.06150749,2.9458673e-05,5.1199862e-05,5.9995644e-05,9.646294e-05,0.00010298744,0.000109357214,0.00010429808,0.0001240085,0.02317021,0.45524642,0.91112614,0.5233238
6,0.013605327837215951,18.240913,22.168236,22.312449,28.985352,37.776817,33.08436,26.857761,18.573168,-14.654461,-28.017647,-42.23707,-41.450138,0.8271484375,0.50592464,0.10613985,0.014705154,0.008034654,0.02079385,0.0109969545,0.008239229,0.01124541,0.048008334,0.02228386,0.04143987,0.122812726,3.917791e-05,6.74076e-05,7.446524e-05,0.00013709234,0.00020472049,0.00029600214,0.00027246846,0.00027469773,0.021600591,0.5744946,1.8495158,4.6988673
7,0.01138039345562514,16.137592,15.26003,7.368564,5.9332676,12.71242,8.232355,-1.3936727,-9.78097,-28.43314,-29.95829,-28.08917,-24.501537,0.755859375,0.6962301,0.17356682,0.029663064,0.012010397,0.032496274,0.019338563,0.021111038,0.02655134,0.36805528,0.19464377,0.400131,0.9110846,5.199344e-05,9.502534e-05,0.00010328957,0.00024013511,0.0004104966,0.00046366,0.0005423633,0.00058460946,0.004290112,0.120240085,0.7718629,1.6094354
8,0.01774985729263211,8.358679,9.656387,7.2470303,13.802717,15.81531,15.02967,10.213088,3.605692,-4.750105,-10.196264,-16.321907,-9.617704,0.56640625,0.7113845,0.17996463,0.03410118,0.013437945,0.034424424,0.019654272,0.019471958,0.028611155,1.0,1.0,1.0,0.4194471,9.827875e-05,0.00018185636,0.00021023751,0.00056933856,0.0011509972,0.0015311314,0.0013692258,0.0012164025,0.003394428,0.16675031,0.8832927,1.5490527
9,0.05608024944746506,8.022007,4.117391,4.70922,9.555315,4.8626566,-1.9830055,-2.0134528,-7.5971594,-21.902946,-21.569695,-15.286341,-10.136968,0.435546875,0.67280716,0.16569279,0.0468581,0.021730814,0.04537143,0.027462492,0.024952041,0.03518371,0.8033425,0.78811264,0.49892175,0.08653428,0.00019903884,0.00061582326,0.0005655184,0.0009918188,0.0021578814,0.0030504798,0.0023393543,0.0016682716,0.003925675,0.17127796,0.9206402,1.7534839
10,0.07343507481182349,0.80946493,2.6737616,2.0271072,4.2905116,4.0261393,5.122059,8.033147,-5.809427,-24.047215,-31.958015,-31.48799,-19.643847,0.3056640625,0.58571666,0.13040715,0.06842903,0.03496429,0.066053264,0.04386025,0.037095383,0.05583085,0.17348328,0.15782298,0.0972081,0.029604616,0.00066159724,0.00289152,0.004759681,0.005840974,0.006763748,0.006230198,0.004776211,0.0037769405,0.0039379653,0.014154125,0.0477816,0.038782656
11,0.07646688468323769,8.536873,1.1666253,3.684566,8.678117,11.3864975,18.944298,17.128452,4.943986,-8.745876,-5.145778,13.020154,25.261433,0.23583984375,0.66663843,0.17939612,0.1256369,0.08095457,0.14614062,0.0792806,0.07243679,0.124299824,0.066756524,0.055470213,0.08082873,0.08840993,0.0017202275,0.017404417,0.04868849,0.074441634,0.08795318,0.101244286,0.089768834,0.064176515,0.043000013,0.018835947,0.02882001,0.017971933
12,0.08568779745283328,,,,,,,,,,,,,0.2939453125,,,,,,,,,,,,,,,,,,,,,,,,
13,0.08270052242039809,,,,,,,,,,,,,0.302734375,,,,,,,,,,,,,,,,,,,,,,,,
14,0.08250241130227426,,,,,,,,,,,,,0.298828125,,,,,,,,,,,,,,,,,,,,,,,,
15,0.09026856125751982,,,,,,,,,,,,,0.27978515625,,,,,,,,,,,,,,,,,,,,,,,,
16,0.08964165992298978,,,,,,,,,,,,,0.21630859375,,,,,,,,,,,,,,,,,,,,,,,,
17,0.07157558188326803,,,,,,,,,,,,,0.134765625,,,,,,,,,,,,,,,,,,,,,,,,
18,0.031618350188592347,,,,,,,,,,,,,0.0712890625,,,,,,,,,,,,,,,,,,,,,,,,
19,0.007182470459301612,,,,,,,,,,,,,0.04443359375,,,,,,,,,,,,,,,,,,,,,,,,
20,0.03136969531379776,,,,,,,,,,,,,0.041015625,,,,,,,,,,,,,,,,,,,,,,,,
21,0.07531685110241434,,,,,,,,,,,,,0.04736328125,,,,,,,,,,,,,,,,,,,,,,,,
22,0.08513951990289316,,,,,,,,,,,,,0.05712890625,,,,,,,,,,,,,,,,,,,,,,,,
23,0.059868161747733815,,,,,,,,,,,,,0.048828125,,,,,,,,,,,,,,,,,,,,,,,,
24,0.03423692814818401,,,,,,,,,,,,,0.0478515625,,,,,,,,,,,,,,,,,,,,,,,,
25,0.020915062894637043,,,,,,,,,,,,,0.0439453125,,,,,,,,,,,,,,,,,,,,,,,,
26,0.013696727771158676,,,,,,,,,,,,,0.03271484375,,,,,,,,,,,,,,,,,,,,,,,,
27,0.01136800522583109,,,,,,,,,,,,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,
28,0.010793657769629766,,,,,,,,,,,,,0.02978515625,,,,,,,,,,,,,,,,,,,,,,,,
29,0.015223320746803664,,,,,,,,,,,,,0.03076171875,,,,,,,,,,,,,,,,,,,,,,,,
